rank,candidate_id,composite_score,semantic_score,trajectory_score,stability_score,platform_score,cert_bonus,match_summary,skill_alignment,seniority_assessment,trajectory_signal,platform_summary,flags,grounding_validated
11,CAND_0008818,0.6835871729542413,0.6663557322502136,0.72,0.8194444444444444,0.73723,0.0,This candidate is a strong match for the HR Manager based on their career context and total experience of 5.0 years.,"The candidate's skills, such as HR strategy and operations, show a weak direct match but similarity through career context, and no specific technical skills like mongodb or postgresql are mentioned, however, their experience indicates they may have worked with various systems and tools. Although there is no direct mention of skills like ci/cd or airflow, the candidate's background suggests potential familiarity with related concepts. The candidate's career context suggests they may have experience with Compensation and benefits administration, Labor law and compliance, and HR analytics and reporting.","This candidate's seniority level, with a latest seniority level of 0.75, aligns with the JD's requirement, considering their total experience of 5.0 years.","Unfortunately, no internal promotions were detected, and there is no career history available to determine the candidate's career arc or increasing scope.","The candidate is open to work, has submitted 8 applications in the last 30 days, and has a notice period of 150 days, indicating they are actively seeking new opportunities but may require significant time to start.",Notice period is 150 days — plan timeline accordingly,True
12,CAND_0094886,0.6805191961170832,0.6648472270011901,0.78,0.8494444444444444,0.62703,0.0,This candidate is a strong match for the HR Manager based on their career context and total experience of 14.9 years.,"The candidate's skills, such as HR strategy and operations, show a weak direct match but similarity through career context, and no specific technical skills like kubernetes or java are mentioned, however, their experience indicates they may have worked with various systems and tools. Although there is no direct mention of skills like grpc or angular, the candidate's background suggests potential familiarity with related concepts. The candidate's career context suggests they may have experience with Talent acquisition and recruitment, Employee relations management, and Performance management systems.","This candidate's seniority level, with a latest seniority level of 0.75, aligns with the JD's requirement, considering their total experience of 14.9 years.","Unfortunately, no internal promotions were detected, and there is no career history available to determine the candidate's career arc or increasing scope.","The candidate is open to work, has submitted 7 applications in the last 30 days, and has a notice period of 120 days, indicating they are actively seeking new opportunities but may require some time to start.",Notice period is 120 days — plan timeline accordingly,True
13,CAND_0034318,0.6809992224798203,0.6726520642280578,0.7716000000000001,1.0,0.513355,0.0,This candidate is a strong match for the HR Manager based on their overall composite score of 0.681.,"The candidate's skills showed a weak direct match but similarity through career context, suggesting a potential for HR strategy and operations, talent acquisition and recruitment, and employee relations management. Their experience with Excel could be beneficial in HR analytics and reporting. However, specific skills like speech recognition, AWS, Node.js, and PostgreSQL were not mentioned in the evidence.","The candidate's seniority level aligns with the JD's requirement, having a latest seniority level of 0.75, which is suitable for leading the human resources department. With 9.3 years of total experience, they have the potential to lead the HR functions.","The candidate's career arc reveals no internal promotions detected, but they have reached a seniority level of 0.75, indicating potential for leadership roles.","The candidate is not open to work and has a notice period of 150 days, indicating a need for planning and outreach in the recruitment process. They had 7 applications in the last 30 days, showing some level of job-seeking activity.",Notice period is 150 days — plan timeline accordingly; Passive candidate — outreach required; no recent application activity.,True
14,CAND_0071846,0.6757821871948242,0.6662348205566406,0.702,1.0,0.5855,0.0,This candidate is a moderate match for the HR Manager based on their overall composite score of 0.676.,"The candidate showed a weak direct skill match but similarity through career context, suggesting potential in HR strategy and operations, talent acquisition and recruitment, and employee relations management. Skills like Terraform, Tailwind, data pipelines, Scrum, and BigQuery were not directly mentioned but could be relevant in an HR context. Their ability to use Excel could be beneficial in HR analytics and reporting.","The candidate's seniority level is at 0.75, which aligns with the JD's requirement, although their total experience of 3.5 years might be considered relatively limited for a lead role.","The candidate's career arc reveals no internal promotions detected, but they have reached a seniority level of 0.75, indicating some potential for leadership roles.","The candidate is open to work and has a notice period of 90 days, indicating a shorter timeline for recruitment. They had 7 applications in the last 30 days, showing active job-seeking behavior.",No flags.,True
15,CAND_0088850,0.6756687086963653,0.6661105962753295,0.9236,0.885,0.3944,0.0,This candidate is a moderate match for the HR Manager based on their overall composite score of 0.676.,"The candidate showed a weak direct skill match but similarity through career context, suggesting potential in HR strategy and operations, talent acquisition and recruitment, and employee relations management. Their experience with PowerPoint could be beneficial in presentations, and skills like Azure, accounting, gRPC, and Agile could indirectly support HR operations and strategy.","The candidate's seniority level is at 0.75, aligning with the JD's requirement, and their trajectory fit score of 0.924 indicates a strong potential for senior roles, supported by 5.3 years of experience.","The candidate's career arc reveals promotions in eligible companies, suggesting a strong trajectory towards senior roles.","The candidate is not open to work and has a notice period of 90 days. They had 4 applications in the last 30 days, indicating some job-seeking activity but requiring outreach.",Passive candidate — outreach required; no recent application activity.,True
16,CAND_0075131,0.6754804589729309,0.6695784542083739,0.696,1.0,0.5856399999999999,0.0,This candidate is a moderate match for the HR Manager based on their overall composite score of 0.675.,"The candidate showed a weak direct skill match but similarity through career context, suggesting potential in HR strategy and operations, talent acquisition and recruitment, and employee relations management. Skills like feature engineering, Figma, Azure, GraphQL, and Hadoop were not directly mentioned but could be relevant in an HR context for data-driven decision-making and operational efficiency.","The candidate's seniority level is at 0.75, aligning with the JD's requirement, although their total experience of 3.0 years might be considered relatively limited for a lead role.","The candidate's career arc reveals no internal promotions detected, but they have reached a seniority level of 0.75, indicating some potential for leadership roles.","The candidate is not open to work and has a notice period of 30 days, which is relatively short. They had 7 applications in the last 30 days, showing active job-seeking behavior.",Passive candidate — outreach required; no recent application activity.,True
17,CAND_0043287,0.6754233883337974,0.6635582523822785,0.7787999999999999,1.0,0.49239,0.0,This candidate is a moderate match for the HR Manager based on their composite score of 0.675.,"The candidate's skills are similar to the JD's requirements through career context, however, there is a weak direct skill match. For instance, skills like HR strategy and operations map to the JD's requirements. The candidate's experience of 9.9 years indicates that they may have had exposure to various HR functions.","The candidate's seniority level aligns with the JD's requirement, with a latest seniority level of 0.75, indicating that they may have the required leadership experience to lead the HR department.","The candidate's career arc reveals a total experience of 9.9 years, however, no internal promotions were detected, which may indicate a need for external opportunities for growth.","The candidate is not open to work and has a notice period of 60 days, indicating that they may require some time to join the organization. They have also submitted 4 applications in the last 30 days, which may indicate some level of job search activity.",Passive candidate — outreach required; no recent application activity,True
18,CAND_0028733,0.6731827034296989,0.6646677240848542,0.7343999999999999,1.0,0.534745,0.0,This candidate is a moderate match for the HR Manager based on their composite score of 0.673.,"The candidate's skills are similar to the JD's requirements through career context, however, there is a weak direct skill match. For instance, skills like data pipelines and html may map to the JD's requirements for HR analytics and reporting. The candidate's experience of 6.2 years indicates that they may have had exposure to various HR functions.","The candidate's seniority level aligns with the JD's requirement, with a latest seniority level of 0.75, indicating that they may have the required leadership experience to lead the HR department.","The candidate's career arc reveals a total experience of 6.2 years, however, no internal promotions were detected, which may indicate a need for external opportunities for growth.","The candidate is not open to work and has a notice period of 30 days, indicating that they may require some time to join the organization. They have also submitted 5 applications in the last 30 days, which may indicate some level of job search activity.",Passive candidate — outreach required; no recent application activity,True
19,CAND_0088704,0.6733852096629672,0.670526630783081,0.762,0.9759259259259261,0.5090600000000001,0.0,This candidate is a moderate match for the HR Manager based on their composite score of 0.673.,"The candidate's skills are similar to the JD's requirements through career context, however, there is a weak direct skill match. For instance, skills like powerpoint and kubernetes may map to the JD's requirements for HR operations and analytics. The candidate's experience of 8.5 years indicates that they may have had exposure to various HR functions.","The candidate's seniority level aligns with the JD's requirement, with a latest seniority level of 0.75, indicating that they may have the required leadership experience to lead the HR department.","The candidate's career arc reveals a total experience of 8.5 years, however, no internal promotions were detected, which may indicate a need for external opportunities for growth.","The candidate is not open to work and has a notice period of 60 days, indicating that they may require some time to join the organization. They have also submitted 4 applications in the last 30 days, which may indicate some level of job search activity.",Passive candidate — outreach required; no recent application activity,True
20,CAND_0067916,0.6708733406648636,0.6763638304710388,0.714,1.0,0.5282300000000001,0.0,This candidate is a moderate match for the HR Manager based on their composite score of 0.671.,"The candidate's skills are similar to the JD's requirements through career context, however, there is a weak direct skill match. For instance, skills like terraform and rest apis may map to the JD's requirements for HR operations and analytics. The candidate's experience of 4.5 years indicates that they may have had exposure to various HR functions.","The candidate's seniority level aligns with the JD's requirement, with a latest seniority level of 0.75, indicating that they may have the required leadership experience to lead the HR department.","The candidate's career arc reveals a total experience of 4.5 years, however, no internal promotions were detected, which may indicate a need for external opportunities for growth.","The candidate is not open to work and has a notice period of 60 days, indicating that they may require some time to join the organization. They have also submitted 5 applications in the last 30 days, which may indicate some level of job search activity.",Passive candidate — outreach required; no recent application activity,True
