rank,candidate_id,composite_score,semantic_score,trajectory_score,stability_score,platform_score,cert_bonus,match_summary,skill_alignment,seniority_assessment,trajectory_signal,platform_summary,flags,grounding_validated
11,CAND_0080409,0.6892125747210384,0.6844044992029666,0.7092,1.0,0.611855,0.0,"This candidate is a strong match for the role based on their 4.1 years of experience and skills that align with the job description, such as project planning and team leadership.","The candidate's skills, including stakeholder management and communication, risk and issue management, and Agile and Scrum methodologies, match the JD's requirements, although the direct skill match is weak and similarity is through career context. They have experience with tools like JIRA and MS Project, and their career context suggests proficiency in skills like excel and dbt.","This candidate's seniority level may represent a calculated stretch, with a latest seniority level of 0.75 and 4.1 years of experience, indicating potential for growth into a lead role.","The candidate's career arc reveals a steady progression, with no internal promotions detected, but a total experience of 4.1 years, suggesting increasing scope and domain focus.","The candidate is open to work and has applied to 7 jobs in the last 30 days, indicating a high level of intent and responsiveness, with a notice period of 90 days.",No flags,True
12,CAND_0010349,0.685795406114022,0.6788649698495864,0.6948,0.9744444444444444,0.61663,0.1,"This candidate is a strong match for the role based on their 2.9 years of experience and skills that align with the job description, such as project planning and stakeholder communication.","The candidate's skills, including risk and issue management, budget management, and Agile and Scrum methodologies, match the JD's requirements, although the direct skill match is weak and similarity is through career context. They have experience with tools like JIRA and MS Project, and their career context suggests proficiency in skills like react and aws.","This candidate's seniority level may represent a calculated stretch, with a latest seniority level of 0.75 and 2.9 years of experience, indicating potential for growth into a lead role.","The candidate's career arc reveals a steady progression, with no internal promotions detected, but a total experience of 2.9 years, suggesting increasing scope and domain focus.","The candidate is open to work and has applied to 7 jobs in the last 30 days, indicating a high level of intent and responsiveness, with a notice period of 150 days.",Notice period is 150 days — plan timeline accordingly,True
13,CAND_0053520,0.6845249669003487,0.685128476858139,0.7008,1.0,0.57265,0.1,This candidate is a strong match for the lead cross-functional initiatives role based on a combination of their skillset and career context.,"The candidate's skills show a weak direct match but similarity to the job description through their career context, with no specific skills like mongodb, azure, or vue.js mentioned, however the context suggests potential in project management areas. Their proficiency and duration in these skills are not explicitly stated. The semantic equivalences are also not clearly defined in the provided evidence.","This candidate's seniority level, with 3.4 years of experience and a latest seniority level of 0.75, aligns with the role's requirement, suggesting they could lead cross-functional initiatives. Their trajectory evidence does not show internal promotions, indicating a possible need for growth into the role.","The career arc of this candidate reveals a steady progression but lacks detailed information on promotions, increasing scope, or domain focus, due to the absence of career history. Their total experience of 3.4 years indicates potential for further growth.","The candidate is open to work, has submitted 8 applications in the last 30 days, and has a notice period of 120 days, indicating a level of intent and responsiveness, albeit with a significant notice period to consider.",The recruiter should be aware of the 120-day notice period when planning timelines for this candidate.,True
14,CAND_0008236,0.6785435601844192,0.6891158862411976,0.7008,1.0,0.535765,0.1,This candidate is a moderate match for the lead cross-functional initiatives role based on a blend of their skills and career trajectory.,"The candidate demonstrates a weak direct skill match but shares similarities with the job description through their career context. Specific skills such as statistical modeling, typescript, or aws are not mentioned but could be implied through the context. The candidate's proficiency and the duration of these skills are not detailed in the evidence.","With 3.4 years of experience and a seniority level of 0.75, this candidate's background aligns with the role's seniority requirement, suggesting they are ready to lead initiatives. The lack of internal promotions in their trajectory may indicate a need for development into the position.","The candidate's career progression over 3.4 years shows no internal promotions and limited career history, suggesting a need for further details on their growth and domain focus.","The candidate is open to work, with 6 applications in the last 30 days and a 120-day notice period, indicating some level of job search activity and a significant notice period.",The recruiter should consider the 120-day notice period when planning for this candidate.,True
15,CAND_0073774,0.6745508125497899,0.6835070834755897,0.78,0.7488888888888889,0.63995,0.0,This candidate is a moderate match for the lead cross-functional initiatives role based on their career context and skills alignment.,"Although the candidate shows a weak direct skill match, their career context suggests relevance to the role, with potential in areas like project management or typescript, though these are not explicitly mentioned. Their skill duration and proficiency are not detailed in the evidence.","With 11.3 years of experience and a latest seniority level of 0.75, this candidate's background exceeds the role's seniority requirement, positioning them well to lead cross-functional initiatives. Their trajectory indicates no internal promotions, which may suggest a stable career path.","The candidate's long career span of 11.3 years indicates a significant amount of experience, though the lack of detailed career history limits insight into their career progression and domain focus.","The candidate is open to work, has applied to 8 jobs in the last 30 days, and has a notice period of 120 days, showing intent and some level of responsiveness, along with a considerable notice period.",The recruiter should plan around the candidate's 120-day notice period.,True
16,CAND_0053961,0.674998122926116,0.6802489226460458,0.6984,1.0,0.561555,0.0,This candidate is a moderate match for the lead cross-functional initiatives role based on their skills and career progression.,"The candidate exhibits a weak direct skill match but a career context similar to the job's requirements, with potential relevance in areas like salesforce crm, powerpoint, or postgresql, though these are not explicitly stated. The evidence lacks details on their skill proficiency and duration.","With 3.2 years of experience and a seniority level of 0.75, the candidate's background aligns with the role's requirement, indicating potential to lead initiatives. The absence of internal promotions in their trajectory may suggest a calculated stretch into the role.","The candidate's career over 3.2 years shows no internal promotions and limited available history, suggesting a need for more information on their career growth and focus areas.","Although the candidate is not open to work and has a shorter notice period of 60 days, they have submitted 6 applications in the last 30 days, indicating some level of job search activity but requiring outreach due to their passive status.","The candidate is passive, requiring outreach, and has a shorter notice period of 60 days, which the recruiter should consider in their approach.",True
17,CAND_0052647,0.6736415588474275,0.6788044538497925,0.7092,1.0,0.5188,0.1,"Candidate scored CAND_0052647 based on 4.1 years experience with skills: object detection (0.65), snowflake (0.47), vue.js (0.42), next.js (0.39), javascript (0.25).","Key skills present: object detection (0.65), snowflake (0.47), vue.js (0.42), next.js (0.39), javascript (0.25)",Seniority level: 0.75,Promotion rate: 0.00; Average tenure: 49.0 months,Active intent score: 0.51; Hire reliability: 0.53,No flags,False
18,CAND_0077151,0.6728751415195465,0.6793746900558472,0.6996,1.0,0.52597,0.1,"Candidate scored CAND_0077151 based on 3.3 years experience with skills: redux (0.47), statistical modeling (0.40), redis (0.25), apache flink (0.24), rust (0.18).","Key skills present: redux (0.47), statistical modeling (0.40), redis (0.25), apache flink (0.24), rust (0.18)",Seniority level: 0.75,Promotion rate: 0.00; Average tenure: 39.0 months,Active intent score: 0.48; Hire reliability: 0.58,No flags,False
19,CAND_0099387,0.6705690286260247,0.6798143675029278,0.6996,1.0,0.5136700000000001,0.1,"Candidate scored CAND_0099387 based on 3.3 years experience with skills: redux (0.50), sap (0.40), dbt (0.25), javascript (0.24), mongodb (0.17).","Key skills present: redux (0.50), sap (0.40), dbt (0.25), javascript (0.24), mongodb (0.17)",Seniority level: 0.75,Promotion rate: 0.00; Average tenure: 39.0 months,Active intent score: 0.53; Hire reliability: 0.49,No flags,False
20,CAND_0026005,0.6695628447713853,0.6767681279182435,0.7296,0.9583333333333334,0.5327200000000001,0.0,"Candidate scored CAND_0026005 based on 5.8 years experience with skills: data pipelines (0.43), spark (0.39), docker (0.35), spring boot (0.33), graphql (0.25).","Key skills present: data pipelines (0.43), spark (0.39), docker (0.35), spring boot (0.33), graphql (0.25)",Seniority level: 0.75,Promotion rate: 0.00; Average tenure: 34.5 months,Active intent score: 0.59; Hire reliability: 0.47,Long notice period (120 days),False
